job_id,job_title,salary_usd,salary_currency,company_location,employee_residence,remote_ratio,required_skills,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,job_title_num,industry_num,company_location_num,employee_residence_num,experience_level_EN,experience_level_EX,experience_level_MI,experience_level_SE,employment_type_CT,employment_type_FL,employment_type_FT,employment_type_PT,company_size_L,company_size_M,company_size_S,education_required_Associate,education_required_Bachelor,education_required_Master,education_required_PhD,skill_python,skill_sql,skill_tensorflow,skill_kubernetes,skill_scala,skill_pytorch,skill_linux,skill_git,skill_java,skill_gcp
AI00030,ML Ops Engineer,82083,USD,Israel,Israel,100,"Azure, Python, Computer Vision, Kubernetes, TensorFlow",2,Retail,2024-01-18,2024-02-25,1212,6.3,Future Systems,13,11,10,10,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
AI00031,Head of AI,67488,EUR,Netherlands,Netherlands,100,"Deep Learning, GCP, AWS, Linux, Tableau",1,Retail,2024-05-16,2024-07-26,887,6.0,Advanced Robotics,12,11,12,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
AI00032,Research Scientist,68624,USD,Denmark,Denmark,0,"Azure, Python, Spark",1,Real Estate,2024-01-31,2024-03-08,1910,9.2,Cloud AI Solutions,18,10,4,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AI00033,Robotics Engineer,146852,USD,Switzerland,Switzerland,50,"NLP, Scala, Python",7,Real Estate,2024-08-28,2024-09-20,684,5.3,Cognitive Computing,19,10,17,17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
AI00034,ML Ops Engineer,178183,USD,Finland,Finland,0,"Tableau, Azure, GCP, Linux, Python",16,Education,2024-03-01,2024-03-19,1850,5.7,Predictive Systems,13,2,5,5,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
AI00035,Deep Learning Engineer,150864,USD,Sweden,Singapore,0,"R, GCP, MLOps, Linux",8,Consulting,2024-10-26,2024-12-25,1504,7.9,Smart Analytics,11,1,16,14,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
AI00036,Head of AI,126942,USD,Finland,Netherlands,0,"Git, Hadoop, Data Visualization",10,Finance,2024-01-31,2024-02-26,1261,9.9,Autonomous Tech,12,4,5,12,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AI00037,AI Architect,53752,USD,Japan,Japan,100,"Data Visualization, Tableau, AWS, Mathematics, Python",2,Telecommunications,2024-10-17,2024-11-12,998,6.1,TechCorp Inc,0,13,11,11,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AI00038,Robotics Engineer,111381,USD,Israel,Israel,0,"Linux, PyTorch, SQL, Statistics",18,Government,2024-01-14,2024-03-12,1030,8.1,Autonomous Tech,19,6,10,10,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
AI00039,AI Specialist,41430,USD,China,China,50,"Tableau, Docker, GCP",1,Healthcare,2024-06-15,2024-07-29,2323,8.0,Future Systems,5,7,3,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AI00040,Data Engineer,166080,EUR,Netherlands,Netherlands,100,"Computer Vision, Azure, Tableau",15,Government,2024-03-01,2024-05-01,831,5.1,DeepTech Ventures,9,6,12,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI00041,Data Scientist,96956,USD,United States,China,0,"Data Visualization, Azure, Spark, MLOps",2,Telecommunications,2024-02-24,2024-03-09,761,5.3,DataVision Ltd,10,13,19,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AI00042,AI Architect,196954,USD,United States,United States,50,"Java, Mathematics, SQL",8,Finance,2025-03-17,2025-04-16,2290,7.5,DataVision Ltd,0,4,19,19,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
AI00043,AI Specialist,56745,USD,Finland,Finland,100,"Spark, Mathematics, GCP",1,Telecommunications,2025-02-01,2025-04-11,502,5.5,Quantum Computing Inc,5,13,5,5,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AI00044,Machine Learning Researcher,113455,USD,Singapore,Singapore,50,"Hadoop, Docker, Python, Azure",8,Retail,2024-04-24,2024-06-12,1281,8.0,AI Innovations,15,11,14,14,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AI00045,ML Ops Engineer,158808,EUR,Netherlands,Netherlands,50,"Docker, R, Linux",5,Media,2025-03-03,2025-05-03,1926,7.4,Future Systems,13,9,12,12,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
AI00046,AI Research Scientist,174663,USD,United States,Singapore,50,"Data Visualization, Statistics, R",7,Media,2024-01-10,2024-03-22,1151,5.4,DeepTech Ventures,3,9,19,14,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI00047,AI Research Scientist,46753,USD,India,India,50,"Scala, Java, Tableau",1,Manufacturing,2024-11-16,2024-12-18,2012,9.7,Quantum Computing Inc,3,8,8,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
AI00048,AI Software Engineer,69020,USD,China,China,0,"Java, Azure, GCP",4,Energy,2024-09-05,2024-10-25,1584,8.8,TechCorp Inc,4,3,3,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AI00049,AI Specialist,288815,USD,Switzerland,Switzerland,0,"Deep Learning, Git, Data Visualization, Linux, Java",12,Manufacturing,2024-08-08,2024-09-23,1930,7.2,Cognitive Computing,5,8,17,17,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0
AI00050,AI Consultant,124871,USD,Austria,Finland,50,"Hadoop, AWS, Linux, Docker, Statistics",19,Media,2025-03-10,2025-05-17,1556,8.0,Autonomous Tech,1,9,1,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
AI00051,AI Architect,70391,EUR,Germany,Germany,0,"Deep Learning, SQL, Mathematics",4,Government,2024-08-16,2024-10-19,1974,9.2,TechCorp Inc,0,6,7,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
AI00052,Research Scientist,115376,USD,India,India,100,"Linux, R, Azure, Mathematics, Git",17,Technology,2024-03-12,2024-04-14,2028,5.5,Autonomous Tech,18,12,8,8,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
AI00053,Research Scientist,106579,USD,United States,United States,100,"Docker, Tableau, Mathematics",3,Gaming,2024-02-24,2024-05-02,2028,5.4,Cognitive Computing,18,5,19,19,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI00054,Data Scientist,135230,USD,Norway,Norway,100,"R, PyTorch, Kubernetes, Computer Vision",8,Consulting,2024-07-07,2024-09-09,1219,7.5,DataVision Ltd,10,1,13,13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
AI00055,Research Scientist,67607,USD,Israel,Israel,50,"Python, Tableau, TensorFlow, AWS",4,Media,2024-08-05,2024-08-26,1714,8.6,Quantum Computing Inc,18,9,10,10,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
AI00056,AI Architect,88470,USD,Canada,Canada,0,"Azure, Kubernetes, TensorFlow, Statistics, Spark",3,Real Estate,2024-07-29,2024-09-27,1528,9.1,Autonomous Tech,0,10,2,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
AI00057,Autonomous Systems Engineer,79863,USD,India,India,100,"Python, Docker, GCP, Scala",4,Automotive,2024-09-28,2024-10-26,1325,5.6,Autonomous Tech,6,0,8,8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
AI00058,Machine Learning Engineer,60299,USD,Israel,Israel,100,"Git, Linux, Python, TensorFlow, Mathematics",0,Finance,2025-03-22,2025-05-01,1872,6.6,Advanced Robotics,14,4,10,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
AI00059,Machine Learning Engineer,85645,EUR,Germany,Germany,0,"PyTorch, Computer Vision, R",4,Transportation,2024-02-09,2024-03-06,793,7.9,AI Innovations,14,14,7,7,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AI00060,AI Software Engineer,110222,GBP,United Kingdom,France,0,"R, Spark, AWS",8,Media,2024-03-20,2024-05-05,1945,9.0,TechCorp Inc,4,9,18,6,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI00061,Data Scientist,49365,USD,China,China,0,"Tableau, NLP, Azure, Statistics, PyTorch",1,Finance,2024-06-22,2024-08-14,1907,10.0,Predictive Systems,10,4,3,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AI00062,Data Scientist,162296,USD,Norway,Norway,50,"TensorFlow, Azure, Computer Vision, Data Visualization",6,Finance,2024-06-05,2024-07-01,1714,6.2,Neural Networks Co,10,4,13,13,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
AI00063,AI Consultant,102382,USD,Switzerland,Switzerland,0,"TensorFlow, Scala, Docker, Statistics",3,Education,2024-03-23,2024-06-03,2199,5.8,Smart Analytics,1,2,17,17,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
AI00064,AI Software Engineer,99972,USD,Australia,Canada,50,"Java, R, Deep Learning, NLP, Azure",4,Technology,2024-02-20,2024-03-15,799,6.5,Cloud AI Solutions,4,12,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
AI00065,Data Engineer,64129,USD,South Korea,South Korea,0,"Java, Git, Deep Learning",0,Manufacturing,2024-12-15,2025-02-11,909,7.1,Machine Intelligence Group,9,8,15,15,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
AI00066,AI Specialist,87938,USD,Ireland,Ireland,100,"Mathematics, Spark, Python, AWS",8,Education,2024-12-15,2025-02-12,508,8.1,Machine Intelligence Group,5,2,9,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AI00067,Autonomous Systems Engineer,71405,USD,Israel,Israel,0,"SQL, Java, MLOps, Linux, PyTorch",4,Retail,2024-09-01,2024-10-29,1153,9.5,Advanced Robotics,6,11,10,10,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
AI00068,Machine Learning Engineer,316182,USD,Denmark,Canada,0,"Python, Scala, Statistics, Git",12,Finance,2025-02-09,2025-02-23,2452,7.0,Digital Transformation LLC,14,4,4,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
AI00069,Machine Learning Researcher,72459,EUR,Germany,Germany,100,"Hadoop, Python, Kubernetes, Azure",0,Gaming,2024-08-30,2024-09-15,583,9.6,Quantum Computing Inc,15,5,7,7,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
AI00070,Principal Data Scientist,78338,EUR,France,France,100,"MLOps, Kubernetes, Git, Python",3,Technology,2024-10-31,2024-12-15,548,8.7,Cognitive Computing,17,12,6,6,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
AI00071,NLP Engineer,51907,USD,Israel,Singapore,100,"AWS, Kubernetes, Azure",4,Healthcare,2024-02-14,2024-04-02,912,8.2,Neural Networks Co,16,7,10,14,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AI00072,Autonomous Systems Engineer,122831,EUR,France,France,100,"PyTorch, Kubernetes, Git, SQL",7,Real Estate,2024-05-31,2024-06-19,761,8.4,Algorithmic Solutions,6,10,6,6,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
AI00073,Machine Learning Researcher,124820,USD,Norway,Norway,50,"NLP, Azure, Statistics, Spark, Mathematics",3,Real Estate,2024-08-02,2024-10-01,2077,9.9,Cognitive Computing,15,10,13,13,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI00074,Autonomous Systems Engineer,134200,GBP,United Kingdom,United Kingdom,50,"Linux, R, Tableau",9,Retail,2024-11-29,2025-01-09,2396,7.8,Machine Intelligence Group,6,11,18,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
AI00075,Data Engineer,51920,USD,Sweden,Finland,100,"Scala, R, Tableau, Data Visualization",0,Consulting,2025-04-08,2025-05-13,1778,7.9,Digital Transformation LLC,9,1,16,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
AI00076,Data Engineer,56427,USD,Singapore,Singapore,100,"Mathematics, Kubernetes, Spark",0,Energy,2024-11-16,2025-01-25,1366,5.2,DeepTech Ventures,9,3,14,14,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
AI00077,AI Product Manager,213783,USD,Canada,Canada,100,"Kubernetes, Spark, Statistics, Scala",16,Energy,2024-09-19,2024-10-06,2383,9.2,Quantum Computing Inc,2,3,2,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
AI00078,ML Ops Engineer,59728,USD,Israel,Israel,50,"MLOps, SQL, Statistics",2,Finance,2024-06-10,2024-08-13,1350,7.5,DataVision Ltd,13,4,10,10,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AI00079,Computer Vision Engineer,119432,USD,India,India,0,"Scala, MLOps, NLP",6,Technology,2024-04-20,2024-06-08,1008,6.3,Autonomous Tech,7,12,8,8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
AI00080,AI Research Scientist,284486,USD,United States,United States,0,"PyTorch, Linux, SQL",12,Consulting,2025-02-13,2025-03-10,2231,7.0,TechCorp Inc,3,1,19,19,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
AI00081,Data Analyst,157597,EUR,France,France,50,"Git, Kubernetes, TensorFlow, R, Java",17,Manufacturing,2024-08-31,2024-09-15,639,8.4,Neural Networks Co,8,8,6,6,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
AI00082,ML Ops Engineer,196942,USD,Australia,Australia,100,"R, Tableau, SQL, MLOps, Docker",19,Gaming,2024-04-01,2024-04-16,826,7.5,TechCorp Inc,13,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
AI00083,Machine Learning Researcher,207548,USD,Canada,Canada,0,"NLP, Azure, Spark, Data Visualization",10,Energy,2024-02-05,2024-03-11,2292,6.7,Cognitive Computing,15,3,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AI00084,NLP Engineer,68838,USD,Sweden,Sweden,50,"Java, SQL, Spark, Tableau, Azure",3,Automotive,2024-06-20,2024-08-12,804,7.4,TechCorp Inc,16,0,16,16,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
AI00085,ML Ops Engineer,125666,USD,Finland,Finland,100,"Docker, Python, Git, Kubernetes, Java",13,Telecommunications,2024-06-19,2024-08-22,757,8.4,TechCorp Inc,13,13,5,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
AI00086,NLP Engineer,73174,USD,Denmark,Denmark,50,"Git, MLOps, Hadoop, Python, Spark",0,Finance,2024-07-14,2024-09-08,678,6.4,Machine Intelligence Group,16,4,4,4,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
AI00087,Autonomous Systems Engineer,33314,USD,Israel,India,50,"SQL, Kubernetes, Docker",0,Manufacturing,2025-04-16,2025-06-15,1207,8.3,Future Systems,6,8,10,8,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AI00088,AI Specialist,69914,USD,United States,United States,100,"R, NLP, SQL, GCP",0,Transportation,2025-02-15,2025-04-15,1517,7.0,Smart Analytics,5,14,19,19,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
AI00089,Principal Data Scientist,152118,EUR,France,France,50,"Spark, SQL, Python, Mathematics, Linux",11,Automotive,2024-05-20,2024-07-14,1294,6.9,AI Innovations,17,0,6,6,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
AI00090,AI Software Engineer,78014,EUR,France,France,50,"PyTorch, Hadoop, Scala, Computer Vision",0,Real Estate,2024-11-19,2024-12-07,841,6.8,Digital Transformation LLC,4,10,6,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
AI00091,Research Scientist,48466,USD,Canada,Canada,100,"Hadoop, Spark, Kubernetes, Python",0,Automotive,2025-03-10,2025-05-14,1146,5.7,Predictive Systems,18,0,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
AI00092,Data Analyst,97997,EUR,France,France,50,"Hadoop, Python, TensorFlow, R, Statistics",8,Technology,2024-06-19,2024-07-16,2419,6.0,Algorithmic Solutions,8,12,6,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
AI00093,Principal Data Scientist,128341,USD,Singapore,Singapore,0,"Computer Vision, PyTorch, GCP, Linux",9,Finance,2025-04-26,2025-06-15,2457,6.9,Neural Networks Co,17,4,14,14,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
